CSFII 1994-96 Food Code	Food Description in 1994-96 CSFII	GI Value	Value used in DHQ database
74206000	"Tomatoes, red, dried"	38	
74301100	Tomato juice	38	X
74301150	"Tomato juice, low sodium"		
74302000	Tomato juice cocktail		
74303000	"Tomato and vegetable juice, mostly tomato"	38	X
74303100	"Tomato and vegetable juice, mostly tomato, low sodium"	38	X
74304000	Tomato juice with clam or beef juice	Null	X
74401010	Tomato catsup	38	X
74401110	"Tomato catsup, low sodium"	38	X
74402010	Tomato chili sauce (catsup-type)	38	X
74402100	"Salsa, NFS"	38	X
74402110	"Salsa, red, uncooked"	38	X
74402150	"Salsa, red, cooked, not homemade"	38	X
74402200	"Salsa, red, cooked, homemade"	38	X
74402250	"Enchilada sauce, red"		
74402260	"Enchilada sauce, green"		
74402310	"Green tomato-chile sauce, raw (Salsa de tomate verde cruda)"	Null	X
74402350	"Green tomato-chile sauce, cooked (Salsa verde, NFS)"	38	X
74403010	Tomato sauce	38	
74403050	"Tomato sauce, low sodium"	38	
74403110	Tomato paste	38	X
74403120	Tomato puree	38	
74404010	Spaghetti sauce	38	
74404030	"Spaghetti sauce with meat, canned, no extra meat added"	38	
74404050	"Spaghetti sauce, low sodium"	38	
74404060	"Spaghetti sauce, fat free"	38	
74405010	Tomato relish	32	X
74406010	Barbecue sauce		
74406050	"Barbecue sauce, low sodium"		
74406100	"Steak sauce, tomato-base"		
74406500	Cocktail sauce	38	X
74410110	"Sofrito, Puerto Rican seasoning"		
74415110	"Tomato and sofrito stewing sauce, Puerto Rican style"		
74420110	Puerto Rican ground seasoning		
74501010	Tomato aspic		
74502010	"Tomato and lima beans, cooked, fat not added cooking"		
74503010	"Tomato and corn, cooked, fat not added in cooking"	50.3	X
74504000	"Tomato and okra, cooked, NS as to fat added in cooking"	35	
74504010	"Tomato and okra, cooked, fat not added in cooking"	35	X
74504020	"Tomato and okra, cooked, fat added in cooking"	35	
74504100	"Tomato and onion, cooked, NS as to fat added in cooking"	35	X
74504110	"Tomato and onion, cooked, fat not added in cooking"	35	X
74504120	"Tomato and onion, cooked, fat added in cooking"	35	
74504150	"Tomato and celery, cooked, fat not added in cooking"		
74505000	"Tomato with corn and okra, cooked, NS as to fat added in cooking"		
74505010	"Tomato with corn and okra, cooked, fat not added in cooking"		
74505020	"Tomato with corn and okra, cooked, fat added in cooking"	48.4	
74506000	"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar"		
74601000	"Tomato soup, NFS"	38	X
74601010	"Tomato soup, cream of, prepared with milk"	35.7	X
74602010	"Tomato soup, prepared with water"	38	X
74602030	"Tomato soup, canned, undiluted"	38	X
74602050	"Tomato soup, instant type, prepared with water"	38	X
74602100	"Tomato soup, canned, low sodium, ready-to-serve"	38	X
74603010	"Tomato beef soup, prepared with water"	38	X
74604010	"Tomato beef noodle soup, prepared with water"	40	X
74604100	"Tomato beef rice soup, prepared with water"		
74604500	"Tomato noodle soup, prepared with water"	40	X
74604600	"Tomato noodle soup, cream of"		
74605000	"Tomato rice soup, canned, undiluted"		
74605010	"Tomato rice soup, prepared with water"	51	X
74606010	"Tomato vegetable soup, prepared with water"	38	X
74606020	"Tomato vegetable soup with noodles, prepared with water"	40	X
74701000	Tomato sandwich		
75100250	"Raw vegetable, NFS"	32.1	X
75100300	"Sprouts, NFS"	32	X
75100500	"Alfalfa sprouts, raw"	32	X
75100750	"Artichoke, Jerusalem, raw"	32	X
75100800	"Asparagus, raw"	32	X
75101000	"Bean sprouts, raw (soybean or mung)"	32	X
75101800	"Beans, string, green, raw"	32	X
75102000	"Beans, lima, raw"		
75102500	"Beets, raw"	64	X
75102600	"Broccoflower, raw"		
75102750	"Brussels sprouts, raw"	32	X
75102800	"Buckwheat sprouts, raw"		
75103000	"Cabbage, green, raw"	32	X
75104000	"Cabbage, Chinese, raw"	32	X
75105000	"Cabbage, red, raw"	32	X
75105500	"Cactus, raw"	7	X
75107000	"Cauliflower, raw"	32	X
75109000	"Celery, raw"	32	X
75109500	"Chives, raw"	32	X
75109550	"Cilantro, raw"	32	X
75109600	"Corn, raw"	53.5	X
75111000	"Cucumber, raw"	32	X
75111200	"Eggplant, raw"		
75111500	"Garlic, raw"	32	X
75111800	"Jicama, raw"	32	X
75112000	"Kohlrabi, raw"		
75112500	"Leek, raw"	32	X
75113000	"Lettuce, raw"	32	X
75113060	"Lettuce, Boston, raw"	32	X
75113070	"Lettuce, manoa"		
75113080	"Lettuce, arugula, raw"	32	X
75114000	"Mixed salad greens, raw"	32	X
75115000	"Mushrooms, raw"	32	X
75117010	"Onions, young green, raw"	32	X
75117020	"Onions, mature, raw"	32	X
75119000	"Parsley, raw"	32	X
75120000	"Peas, green, raw"	48	X
75121000	"Pepper, hot chili, raw"	32	X
75121400	"Pepper, poblano, raw"	32	X
75121500	"Pepper, Serrano, raw"	32	X
75122000	"Pepper, raw, NFS"	32	X
75122100	"Pepper, sweet, green, raw"	32	X
75122200	"Pepper, sweet, red, raw"	32	X
75124000	"Pepper, banana, raw"	32	X
75125000	"Radish, raw"	32	X
75127000	"Rutabaga, raw"		
75127500	"Seaweed, raw"	32	X
75127750	"Snowpeas (pea pod), raw"	32	X
75128000	"Squash, summer, yellow, raw"	32	X
75128010	"Squash, summer, green, raw"	32	X
75129000	"Turnip, raw"	72	X
75132000	Mixed vegetable juice (vegetables other than tomato)	Null	X
75132100	Celery juice	32	X
75140500	"Broccoli salad with cauliflower, cheese, bacon bits, and dressing"		
75141000	"Cabbage salad or coleslaw, with dressing"	44.1	X
75141100	"Cabbage salad or coleslaw with apples and/or raisins, with dressing"	Null	X
75141200	"Cabbage salad or coleslaw with pineapple, with dressing"	Null	X
75141300	"Cabbage, Chinese, salad, with dressing"	32	X
75141500	"Celery, stuffed with cheese"		
75142000	Cucumber and vegetable namasu		
75142500	Cucumber salad with creamy dressing	32	X
75142550	"Cucumber salad made with cucumber, oil, and vinegar"	32	X
75142600	Cucumber salad made with cucumber and vinegar		
75143000	"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing"	32	
75143050	"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing"	32	
75143100	"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing"	32	
75143200	"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing"	32	
75143300	"Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing"	32	
75143350	"Lettuce salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing"	32	
75144100	"Lettuce, wilted, with bacon dressing"	32	
75145000	"Seven-layer salad (lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon)"	32	
75146000	Greek Salad	32	
75147000	"Spinach salad, no dressing"		
75148000	Cobb salad with dressing		
75200100	"Vegetables, NS as to type, cooked, NS as to fat added in cooking"	42.6	X
75200110	"Vegetables, NS as to type, cooked, fat not added in cooking"	42.6	X
75200120	"Vegetables, NS as to type, cooked, fat added in cooking"	42.6	
75200600	"Algae, dried"	32	X
75200700	Aloe vera juice	Null	X
75201000	"Artichoke, globe (French), cooked, NS as to form, NS as to fat added in cooking"	32	X
75201001	"Artichoke, globe (French), cooked, from fresh, NS as to fat added in cooking"	32	X
75201002	"Artichoke, globe (French), cooked, from frozen, NS as to fat added in cooking"	32	X
75201003	"Artichoke, globe (French), cooked, from canned, NS as to fat added in cooking"	32	X
75201010	"Artichoke, globe (French), cooked, NS as to form, fat not added in cooking"	32	X
75201011	"Artichoke, globe (French), cooked, from fresh, fat not added in cooking"	32	X
75201012	"Artichoke, globe (French), cooked, from frozen, fat not added in cooking"		
75201013	"Artichoke, globe (French), cooked, from canned, fat not added in cooking"		
75201020	"Artichoke, globe (French), cooked, NS as to form, fat added in cooking"		
75201021	"Artichoke, globe (French), cooked, from fresh, fat added in cooking"	32	X
75201022	"Artichoke, globe (French), cooked, from frozen, fat added in cooking"		
75201023	"Artichoke, globe (French), cooked, from canned, fat added in cooking"		
75201030	Artichoke salad in oil	32	X
75202000	"Asparagus, cooked, NS as to form, NS as to fat added in cooking"	32	X
75202001	"Asparagus, cooked, from fresh, NS as to fat added in cooking"	32	X
75202002	"Asparagus, cooked, from frozen, NS as to fat added in cooking"		
75202003	"Asparagus, cooked, from canned, NS as to fat added in cooking"	32	X
75202010	"Asparagus, cooked, NS as to form, fat not added in cooking"	32	X
75202011	"Asparagus, cooked, from fresh, fat not added in cooking"	32	X
75202012	"Asparagus, cooked, from frozen, fat not added in cooking"	32	X
75202013	"Asparagus, cooked, from canned, fat not added in cooking"	32	X
75202020	"Asparagus, cooked, NS as to form, fat added in cooking"	32	X
75202021	"Asparagus, cooked, from fresh, fat added in cooking"	32	X
75202022	"Asparagus, cooked, from frozen, fat added in cooking"	32	X
75202023	"Asparagus, cooked, from canned, fat added in cooking"	32	X
75203000	"Bamboo shoots, cooked, fat not added in cooking"	32	X
75203020	"Bamboo shoots, cooked, fat added in cooking"	32	X
75204000	"Beans, lima, immature, cooked, NS as to form, NS as to fat added in cooking"	32	X
75204001	"Beans, lima, immature, cooked, from fresh, NS as to fat added in cooking"		
75204002	"Beans, lima, immature, cooked, from frozen, NS as to fat added in cooking"	32	X
75204003	"Beans, lima, immature, cooked, from canned, NS as to fat added in cooking"	32	X
75204010	"Beans, lima, immature, cooked, NS as to form, fat not added in cooking"	32	X
75204011	"Beans, lima, immature, cooked, from fresh, fat not added in cooking"	32	X
75204012	"Beans, lima, immature, cooked, from frozen, fat not added in cooking"	32	X
75204013	"Beans, lima, immature, cooked, from canned, fat not added in cooking"	32	X
75204020	"Beans, lima, immature, cooked, NS as to form, fat added in cooking"	32	X
75204021	"Beans, lima, immature, cooked, from fresh, fat added in cooking"	32	X
75204022	"Beans, lima, immature, cooked, from frozen, fat added in cooking"	32	X
75204023	"Beans, lima, immature, cooked, from canned, fat added in cooking"	32	X
75204100	"Beans, lima, immature, canned, low sodium, NS as to fat added in cooking"	32	X
75204110	"Beans, lima, immature, canned, low sodium, fat not added in cooking"		
75204120	"Beans, lima, immature, canned, low sodium, fat added in cooking"		
75204980	"Beans, string, cooked, NS as to form, NS as to color, fat added in cooking"	32	
75204981	"Beans, string, cooked, from fresh, NS as to color, fat added in cooking"	32	
75204982	"Beans, string, cooked, from frozen, NS as to color, fat added in cooking"	32	
75204983	"Beans, string, cooked, from canned, NS as to color, fat added in cooking"	32	
75204990	"Beans, string, cooked, NS as to form, NS as to color, fat not added in cooking"	32	X
75204991	"Beans, string, cooked, from fresh, NS as to color, fat not added in cooking"	32	X
75204992	"Beans, string, cooked, from frozen, NS as to color, fat not added in cooking"	32	X
75204993	"Beans, string, cooked, from canned, NS as to color, fat not added in cooking"	32	X
75205000	"Beans, string, cooked, NS as to form, NS as to color, NS as to fat added in cooking"	32	
75205001	"Beans, string, cooked, from fresh, NS as to color, NS as to fat added in cooking"	32	
75205002	"Beans, string, cooked, from frozen, NS as to color, NS as to fat added in cooking"	32	
75205003	"Beans, string, cooked, from canned, NS as to color, NS as to fat added in cooking"	32	
75205010	"Beans, string, green, cooked, NS as to form, NS as to fat added in cooking"	32	
75205011	"Beans, string, green, cooked, from fresh, NS as to fat added in cooking"	32	
75205012	"Beans, string, green, cooked, from frozen, NS as to fat added in cooking"	32	
75205013	"Beans, string, green, cooked, from canned, NS as to fat added in cooking"	32	
75205020	"Beans, string, green, cooked, NS as to form, fat not added in cooking"	32	X
75205021	"Beans, string, green, cooked, from fresh, fat not added in cooking"	32	X
75205022	"Beans, string, green, cooked, from frozen, fat not added in cooking"	32	X
75205023	"Beans, string, green, cooked, from canned, fat not added in cooking"	32	X
75205030	"Beans, string, green, cooked, NS as to form, fat added in cooking"	32	
75205031	"Beans, string, green, cooked, from fresh, fat added in cooking"	32	
75205032	"Beans, string, green, cooked, from frozen, fat added in cooking"	32	
75205033	"Beans, string, green, cooked, from canned, fat added in cooking"	32	
75205110	"Beans, string, green, canned, low sodium, NS as to fat added in cooking"	32	
75205120	"Beans, string, green, canned, low sodium, fat not added in cooking"	32	X
75205130	"Beans, string, green, canned, low sodium, fat added in cooking"	32	
75206000	"Beans, string, yellow, cooked, NS as to form, NS as to fat added in cooking"		
75206001	"Beans, string, yellow, cooked, from fresh, NS as to fat added in cooking"		
75206002	"Beans, string, yellow, cooked, from frozen, NS as to fat added in cooking"		
75206003	"Beans, string, yellow, cooked, from canned, NS as to fat added in cooking"	32	
75206010	"Beans, string, yellow, cooked, NS as to form, fat not added in cooking"	32	X
75206011	"Beans, string, yellow, cooked, from fresh, fat not added in cooking"	32	X
75206012	"Beans, string, yellow, cooked, from frozen, fat not added in cooking"	32	X
75206013	"Beans, string, yellow, cooked, from canned, fat not added in cooking"	32	X
75206020	"Beans, string, yellow, cooked, NS as to form, fat added in cooking"		
75206021	"Beans, string, yellow, cooked, from fresh, fat added in cooking"	32	
75206022	"Beans, string, yellow, cooked, from frozen, fat added in cooking"		
75206023	"Beans, string, yellow, cooked, from canned, fat added in cooking"	32	
75207000	"Bean sprouts, cooked, NS as to form, NS as to fat added in cooking"	32	X
75207001	"Bean sprouts, cooked, from fresh, NS as to fat added in cooking"	32	X
75207003	"Bean sprouts, cooked, from canned, NS as to fat added in cooking"		
75207010	"Bean sprouts, cooked, NS as to form, fat not added in cooking"		
75207011	"Bean sprouts, cooked, from fresh, fat not added in cooking"	32	X
75207013	"Bean sprouts, cooked, from canned, fat not added in cooking"	32	X
75207020	"Bean sprouts, cooked, NS as to form, fat added in cooking"	32	X
75207021	"Bean sprouts, cooked, from fresh, fat added in cooking"	32	X
75207023	"Bean sprouts, cooked, from canned, fat added in cooking"	32	X
75208000	"Beets, cooked, NS as to form, NS as to fat added in cooking"	64	X
